,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
PCEPTOT,,,,,,,,,,,,,,,0.0036665277332,0.005549117341,0.0055168913894,0.0090222786105,0.018182563453,0.015991353899,0.016237274874,0.016746531068,0.022243468424,0.028016411174,0.024346949398,0.020773498792,0.024352613022,0.040148093479,0.041382551644,0.051662208115,0.057025810603,0.049432748849,0.039278022849,0.034576884372,0.031426074219,0.03370892989,0.035230033753,0.020280847923,0.030965979233,0.028925038192,0.027065993205,0.028092524481,0.022442619753,0.022831139808,0.017090157123,0.019582840574,0.019562381589,0.018456518932,0.01249637337,0.0086215445902,0.01330766263,0.011423755288,0.011143610247
PCINCNS_US,,,,,,,,,,,,,,,1985.849963,9118.250016,7960.650008,9347.60003,7916.799982,9188.500015,9559.000054,9752.350016,13594.399974,10451.199966,11252.899941,6941.45,5493.450009,7646.014997,6283.36005,6695.144446,5101.665278,7555.705101,8009.235014,5922.299991,6042.719959,6317.835,6240.025,10167.71,10206.705,7723.72,6316.845,6018.085,5251.28,4953.335,4502.485,3975.9,3739.635,3606.375,3000.385,3018.95,3955.1467,6938.6468,6945.3805
PCINGEN_US,,,,,,,,,,,,,,,0.475566117,2.2842059238,2.0564898672,2.6799070022,1.7318642791,1.5638908278,1.6106469821,1.6138038573,1.6119688005,1.6786222067,1.8290072904,1.3606464322,1.3406388038,1.20697503,1.55920747,1.8390597,1.56423172,1.6563876,1.88868226,1.66412068,1.48867938,1.413952066,1.233870427,2.358700479,2.036390708,1.389309082,0.989729921,0.909144601,0.775857874,0.639999241,0.576042869,0.509564177,0.366523751,0.379111854,0.27287587,0.302331471,0.625905408,1.22813,1.223528
PCPS_EP,0.155775,0.16096,0.221615,0.990425,0.915845,0.260895,0.209175,0.20595,0.27692,0.251245,0.244345,0.202195,0.25696,0.429025,0.524935,0.46861,0.35008,0.334145,0.445615,0.34507,0.326325,0.45656,2.34595,2.796475,1.857595,1.05683,1.95141,8.554605,7.41824,4.68399,2.64805,3.36776,2.769375,3.69425,6.970325,5.09445,2.54018,2.47384,1.948885,4.13735,6.70186,4.22464,4.318045,2.69747,2.35734,1.48869,1.51092,1.592365,2.137265,2.19044,1.861729,2.312096,2.649275
PCTCBUS,0.54244914361,0.53668418188,0.58874961993,0.56217774535,0.54132869062,0.5215639396,0.553677888,0.545147904,0.502558224,0.545497296,0.581749728,0.59008092,0.656959368,0.687145632,0.675483168,0.744277248,0.722012544,0.842962416,0.804252192,0.793625856,0.801752232,0.83646252,0.829167456,0.981839712,1.048338648,0.894937488,0.960544872,1.017477696,0.999718944,1.1477970187,1.1250139812,1.1412268383,1.0725215001,1.0167610776,0.93674840514,0.83091453874,0.80122571694,0.80212177075,0.78616296554,0.77214579235,0.7754694971,0.77127408755,0.70779166445,0.73041239309,0.67850104513,0.58274058965,0.60303087851,0.5699066702,0.56868410732,0.5008732558,0.5604282877,0.4940094,0.4999411
PCTCPUS,0.2467068455,0.24341803183,0.26776438535,0.25567944903,0.24619726147,0.2365601073,0.25181369863,0.24793424658,0.22856438356,0.24741530055,0.26458082192,0.26836986301,0.29878630137,0.31166120219,0.3072109589,0.33849863014,0.32837260274,0.38233333333,0.36577534247,0.36094246575,0.36463835616,0.3793852459,0.37710684932,0.44654246575,0.47678630137,0.40590710383,0.43685753425,0.46275068493,0.4546739726,0.52423497268,0.51521124932,0.52221451233,0.49002636164,0.46365397814,0.42653767945,0.37572360274,0.36120891507,0.36024051639,0.35371591781,0.34679743288,0.34917352329,0.34524620765,0.3162276274,0.32689646301,0.30312509041,0.25972164481,0.2693069726,0.25332351507,0.25322650137,0.22006768852,0.25861726356,0.2345631411,0.23737945178
PCTCZUS,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,6.024,5.9858621962,5.983154936,5.9912960096,6.0002789397,5.9936741951,6.0221625219,6.0641174108,6.0867226586,6.0869782228,6.0976341312,6.1209321968,6.0979885649,6.1186136773,6.1690978557,6.1394332185,6.1723415874,6.140063105,6.1513863644,6.1769252651,6.2212325464,6.2622075127,6.0466008805,5.7700908278,5.770094174
PCTOGEN_US,,,,,,,,,,,,,,,1.8138487396,4.3096337533,4.0701552243,5.9837809364,8.3721776073,7.404169562,7.5397614298,7.7453960205,9.7337175708,11.907333628,10.718334343,8.9670765963,10.233207604,15.86683608,16.67171712,20.75420037,22.38540967,19.70623487,16.23445876,14.32517718,12.96443187,13.724489581,14.095853867,9.787012669,13.344413823,11.955479737,10.877236097,11.196551636,8.975839364,8.980683073,6.818690978,7.67932228,7.510647904,7.125857308,4.836044071,3.62872134,5.341725298,5.4012035,5.2943519
PLEPGEN_CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059625686,0.050910746,0.053995566,0.045282554,0.051596207,0.065901367,0.05236249,0.057392113,0.055980045,0.062798718,0.057418965,0.061288739,0.080166238,0.049543153,0.055648798,0.050659037,0.05192022,0.05271259
PLEPGEN_EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.165389386,6.246063855,4.002637289,5.012034396,9.975105437,8.742639871,4.875750587,4.264290276,7.989643419,3.019558279,2.193267656,3.846078949,7.238896329,2.59298668,2.896971098,5.459299802,3.5123822,3.8682908
PLEPGEN_FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.876362809,1.338611178,0.678824003,0.47772683,0.505382014,0.567743357,0.746281392,0.495036714,0.548613563,0.307462233,0.213266258,0.333353843,0.470697656,0.213842288,0.163193766,0.240184281,0.20508763,0.20275219
PLEPGEN_HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.791091474,8.665600387,8.293116941,7.855573015,7.135115286,7.510384486,7.222531958,7.259414793,7.316123243,7.498807899,6.891533891,6.852497304,7.301741519,7.82919843,7.755499835,7.263595011,6.4623914,6.4085085
PLEPGEN_MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.755283839,0.669684872,0.53909423,0.52775564,0.598135542,0.547259826,0.641958528,0.500317195,0.49363248,0.510755637,0.339244623,0.722647648,0.378964134,0.450591304,0.382200523,0.402875607,0.3939749,0.3859949
PLEPGEN_NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889976974,0.494315489,0.31959637,0.995214267,2.034043802,1.92848385,0.639078609,0.693057252,1.189987762,0.138810041,0.121863257,0.210021401,1.801315755,0.349888785,0.335780938,0.901077264,0.51950706,0.58374417
PLEPGEN_NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163363549,0.184629161,0.144712699,0.124754443,0.127834819,0.112454978,0.116662032,0.11541495,0.121632695,0.121144796,-0.083552623,0.152817705,0.157791142,0.16422139,0.182288186,0.158871083,0.1636909,0.1681522
PLEPGEN_NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.483285283,0.828343908,0.491158717,0.926650003,2.094793002,1.843177357,0.629895594,0.582881684,1.628403525,0.501057472,0.326936074,0.6960538,1.847577164,0.393940714,0.307586161,1.129686237,0.61054622,0.68251649
PLEPGEN_PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.112398862,2.047091055,1.284869156,1.372857705,3.453476646,2.766337696,1.512883743,1.274621793,2.612815336,0.879572764,0.693358181,0.947316307,1.924777204,0.611127815,0.890714675,1.819829074,1.0779765,1.2411017
PLEPGEN_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82395155,0.674316211,0.534496148,0.52697617,1.070662657,0.908938695,0.59177593,0.565139049,1.330498229,0.471696913,0.294807897,0.412748613,0.818399163,0.315090721,0.449771664,0.558302769,0.3619923,0.3993709
PLEPGEN_SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224130069,0.193701142,0.154598665,0.184853781,0.218611774,0.18069909,0.113876791,0.153236589,0.185692524,0.210203219,0.203791366,0.523937337,-0.002834747,0.258505053,0.367723371,0.40734473,0.3432974,0.3728103
PLEPGEN_SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113767584,0.090282445,0.087141432,0.101069272,0.119286148,0.111284873,0.104369908,0.097595214,0.070806263,0.247860923,0.073001919,0.088550612,0.052149072,0.03420204,0.030999967,0.036048237,0.02650834,0.03115773
PLEPGEN_TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081726827,0.105709739,0.067362206,0.06836666,0.07631173,0.08339805,0.056928239,0.053723821,0.040923672,0.032073396,0.034441095,0.166855201,0.259182024,0.15704203,0.150288446,0.183382423,0.16854767,0.17335496
PLEPGEN_WECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336756819,0.325822352,0.285849697,0.271106269,0.298717174,0.289641218,0.27339443,0.270402277,0.248419003,0.431804437,0.046868261,0.302657056,0.290106452,0.247966583,0.268936951,0.245578327,0.2421195,0.2520226
PLEPTOT,,,,,,,,,,,,,,,,,,0.24299538516,0.2706245547,0.25435847606,0.17051454553,0.18741390514,0.21470616443,0.30683708992,0.28110158664,0.26731012415,0.3020827022,0.20569646225,0.27011660784,0.26166647757,0.26210253614,0.11415144359,0.1286844617,0.082584895273,0.066686301534,0.061301254767,0.042036135342,0.03455999888,0.036183764055,0.047904774685,0.045550840247,0.033957921066,0.032459795452,0.042726310603,0.030088324301,0.025044005027,0.030597487808,0.041342249644,0.029663530466,0.03095498959,0.036359722877,0.028453249041,0.029321029589
PMTCPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28169518033,0.27623031507,0.27554867671,0.25066460822,0.24111570492,0.20282529863,0.15087429863,0.13341995068,0.12895106284,0.12313803562,0.11416725753,0.12443660822,0.11136922951,0.086208241096,0.095189616438,0.082464646575,0.071617754098,0.072169942466,0.055030520548,0.059850994521,0.026515800546,0.05923072274,0.031640186,0.033528235753
POP,216.2271875,218.319375,220.541125,222.9015,225.4014375,227.9790625,230.242625,232.4464375,234.55725,236.6175625,238.7433125,240.918125,243.085125,245.317625,247.69033925,250.5958555,253.946169,257.35660875,260.6879485,263.852918,266.979782,270.11542,273.368379,276.5531385,279.73122175,282.789582,285.68420491,288.43646101,291.11565536,293.75842321,296.45982556,299.2816364,302.22668125,304.94777966,307.47924415,310.12990229,312.56148177,314.96540127,317.34140712,319.84670849,322.37097536,324.86035149,327.07575693,328.97771988,330.66074039,331.81319327,332.5786316,334.59939227,337.49013544,340.63922561,342.54994683,343.49553333,344.4022
POP_1564,,,,,,,152.67114233,154.2338924,155.67195052,157.17929382,158.71889071,160.23402061,161.45278921,162.56093251,163.618719,165.23577152,167.48328384,169.7736539,172.02795068,174.17454989,176.30751017,178.45602507,180.6955986,182.88074876,185.07112239,187.42884861,189.90347391,192.29646545,194.58085861,196.86716302,199.21459017,201.47784318,203.55019732,205.14405128,206.63559509,208.33328753,209.7535064,210.5276207,211.41375862,212.41813068,213.47842823,214.43881453,215.14173559,215.59894778,215.87208684,215.91160516,215.91341426,216.69631152,218.07921763,219.58458483,220.2478428,220.29561667,220.38798333
POP_65,,,,,,,26.290447027,26.859741598,27.421775427,27.946146328,28.493473663,29.086939646,29.681154922,30.197466446,30.741871077,31.23234669,31.649057132,32.07011,32.478786052,32.867925464,33.248962295,33.626808915,34.012091605,34.391180815,34.765332213,35.088896158,35.319980062,35.571710125,35.905907,36.265796938,36.717553182,37.255647545,37.962843875,38.876668,39.732338875,40.553340843,41.493596393,43.062376478,44.478637643,45.888633911,47.28218228,48.710796793,50.139855814,51.61380687,53.165499403,54.648528453,56.074830427,57.730461542,59.561869822,61.390057747,62.939919977,64.2258525,65.418320833
PPFPPUS,,,,,,,,,,0.29199180328,0.28190958904,0.26895068493,0.29102465753,0.30236612022,0.30892876712,0.30915890411,0.32362465753,0.3318579235,0.3338630137,0.32644931507,0.33454520548,0.33653551913,0.31788219178,0.30930136986,0.30303287671,0.30624043716,0.30669315068,0.29977260274,0.27510958904,0.2771557377,0.26635019726,0.26256121918,0.26273656164,0.26374282514,0.27096935616,0.27713700822,0.29118893699,0.31694533333,0.34742187945,0.39405745753,0.43394249589,0.43367212295,0.45312347397,0.50374528767,0.55685218356,0.58368265574,0.60927673699,0.66867121096,0.76286589589,0.85006281421,0.86425034072,0.83099343616,0.82569609014
PPNIPUS,,,,,,,0.0030136986301,0.014747945205,0.0086410958904,0.043715846995,0.047416438356,0.020257534247,0.0091369863014,0.0092568306011,0.0017890410959,0.0076054794521,0.022183561644,0.024398907104,0.030906849315,0.038701369863,0.044358531507,0.042718120219,0.028640649315,0.022887219178,0.038506378082,0.037838306011,0.042933783562,0.015747345205,0.043139224658,0.040103338798,0.040064265753,0.015807350685,0.015858863014,-0.012047642077,-0.02748810137,-0.0062864821918,-0.052482635616,-0.088676674863,-0.10312920822,-0.15163440274,-0.17159646849,-0.18785296721,-0.16575204658,-0.18254033425,-0.17101643836,-0.19168844262,-0.19633565753,-0.17136379726,-0.14996823288,-0.14944303279,-0.21125158164,-0.20863715178,-0.20990634877
PPPRPUS,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01495830411,-0.017775438356,-0.018690378082,-0.017852568306,-0.018210980822,-0.019665887671,-0.02095899726,-0.021612144809,-0.021758950685,-0.020824726027,-0.020564405479,-0.018405918033,-0.021761934247,-0.022289178082,-0.023642534247,-0.023181032787,-0.022749924658,-0.021389284932,-0.021227543562
PPPSPUS,,,,,,,9.393,6.002,6.312,7.597,8.177,6.874,7.025,6.649,8.576,6.13,7.29,9.105,10.581,8.572,7.126,6.366,5.715,8.678,5.382,5.178,7.372,7.577,6.416,7.285,8.05,12.017,10.278,13.775,10.481,12.51,17.596,12.739,14.471,20.608,20.516,25.045,20.113,20.91,20.9,32.641397,20.694471,25.130521,26.832676,23.02236,29.06326,27.43379,25.88935
PPRIPUS,,,,,,,0.18430410959,0.17580273973,0.17519178082,0.20946994536,0.20504931507,0.1767369863,0.16190684932,0.1891284153,0.18374520548,0.17471506849,0.16828219178,0.16050546448,0.16373150685,0.16986849315,0.18269863014,0.17144808743,0.15325753425,0.14971232877,0.13413150685,0.14171857923,0.18779452055,0.1820739726,0.1906109589,0.18336612022,0.18794482192,0.18441603014,0.17699416986,0.15163067213,0.1619174411,0.1553040274,0.17365755616,0.17375952186,0.16546308493,0.15352614247,0.14647945753,0.14550259016,0.17668503288,0.16554526575,0.1676712274,0.13278371311,0.16640828219,0.17293700822,0.19845753425,0.22629221038,0.19076760822,0.17999456055,0.17697652
PPTCBUS,,,,,,,0.19568934,0.16742418,0.0480711,0.21841974,0.20690208,0.19604508,0.23212728,0.20895798,0.20504946,0.25014528,0.29404914,0.32252682,0.332178,0.33893706,0.33792528,0.35474208,0.3288516,0.29400294,0.36515094,0.34316436,0.2633862,0.2237466,0.2207667,0.22240218,0.19624047828,0.14010392088,0.17936365986,0.15304388484,0.12753381102,0.15610369371,0.054890145612,0.084751811214,0.094586806164,0.088736437602,0.16109257232,0.11259576593,0.17341706015,0.22456179814,0.33455786768,0.35431052993,0.43591851458,0,0,0,0,0,0
PPTCPUS,,,,,,,0.11604657534,0.099284931507,0.028506849315,0.12917213115,0.12269589041,0.11625753425,0.13765479452,0.12357650273,0.12159726027,0.14833972603,0.17437534247,0.19074043716,0.19698630137,0.20099452055,0.20039452055,0.20979234973,0.19501369863,0.17434794521,0.21653972603,0.20294535519,0.15619178082,0.13268493151,0.13091780822,0.1315273224,0.11637340822,0.083083627397,0.1063652137,0.090509240437,0.075629372603,0.092212452055,0.032424312329,0.049927193989,0.055873638356,0.052417750685,0.095159446575,0.066330035519,0.10243967945,0.13265153151,0.19762761918,0.2087239235,0.25750265205,0,0,0,0,0,0
PPTCZUS,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.638,4.638,4.638,4.638,4.638,4.638,4.638,4.638,4.638,4.638,4.638,4.638,4.638,4.638,4.638,4.638,4.638,4.638
PPTRPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28992815342,-0.3861342274,-0.46155740437,-0.42264773534,-0.42543675589,-0.42181698849
PRFPPUS,,,,,,,,,,0.52658196721,0.52110684932,0.5078739726,0.50295068493,0.50671038251,0.47065205479,0.47348767123,0.48724109589,0.49855191257,0.51281917808,0.50948219178,0.51903287671,0.52465300546,0.52755616438,0.51335616438,0.52874520548,0.53896994536,0.53817808219,0.54870684932,0.50559726027,0.52581967213,0.49927623562,0.5014817726,0.50712010411,0.5118575,0.54629548493,0.58570416164,0.63075887123,0.71230596721,0.82287124384,0.9847397863,1.1441973233,1.1661939098,1.2359809726,1.4008903589,1.5887069534,1.6823879098,1.744422011,1.8709151315,2.0211451808,2.1813552951,2.2872770868,2.3129193452,2.2944540822
PRIMEUS,7.8575068493,6.8402459016,6.8272876712,9.0632876712,12.670109589,15.264863388,18.869178082,14.849863014,10.793123288,12.045191257,9.9299178082,8.3256438356,8.2072876712,9.3186065574,10.872657534,10.009342466,8.4600821918,6.2503278689,6,7.1448219178,8.827260274,8.2711748634,8.4426027397,8.3530684932,7.9957808219,9.2345355191,6.9128767123,4.6746575342,4.1215068493,4.3431147541,6.190739726,7.9600547945,8.0488219178,5.0855464481,3.25,3.25,3.25,3.25,3.25,3.25,3.2601917808,3.5118579235,4.0988493151,4.9066575342,5.2813424658,3.5407923497,3.25,4.863369863,8.1966027397,8.312704918,7.382225411,6.5197026,6.1978803068
PRMBUUS,,,,,,,,,,,,,,,,,,,31.151780822,30.019726027,32.050136986,42.32568306,37.413972603,26.098082192,34.110684932,58.164480874,47.18630137,40.98630137,57.662739726,74.28715847,91.335616438,101.41232877,120.85917808,141.19508197,84.295616438,116.48054795,146.36465753,100.33688525,100.16520548,103.91342466,45.612328767,48.485245902,76.400547945,87.428219178,54.178082192,46.417759563,104.48027397,110.47945205,71.215793809,77.884943959,74.841300932,63.840067753,73.099265945
PRMBUUS_$,,,,,,,,,,,,,,,,,,,0.31151780822,0.30019726027,0.32050136986,0.4232568306,0.37413972603,0.26098082192,0.34110684932,0.58164480874,0.4718630137,0.4098630137,0.57662739726,0.7428715847,0.91335616438,1.0141232877,1.2085917808,1.4119508197,0.84295616438,1.1648054795,1.4636465753,1.0033688525,1.0016520548,1.0391342466,0.45612328767,0.48485245902,0.76400547945,0.87428219178,0.54178082192,0.46417759563,1.0448027397,1.1047945205,0.71215793809,0.77884943959,0.74841300932,0.63840067753,0.73099265945
PRNIPUS,,,,,,,0.05144109589,0.031435616438,0.0012630136986,0.037213114754,0.019043835616,0.059766745205,0.047846194521,0.065969584699,0.086659994521,0.086741945205,0.063514712329,0.052390256831,0.076887172603,0.10047352055,0.064415912329,0.091627874317,0.080635312329,0.11289827397,0.089463205479,0.10768759563,0.11430879452,0.090456027397,0.13054520548,0.18103860383,0.19568473973,0.18233403288,0.13933212603,0.13245945082,0.062311679452,0.011957958904,-0.014400073973,-0.054726661202,-0.17501173425,-0.3152009726,-0.4912113863,-0.65689627322,-0.75761447671,-0.79254433699,-0.94905866849,-1.1357285792,-1.1984581342,-1.2717028137,-1.4956596932,-1.6436236475,-1.7403050274,-1.8611307671,-1.8494635562
PROD_DRAW,,,,,,,,0.28362627488,0.15239015954,-0.081005464564,0.15283561644,-0.12371506975,0.087449314232,0.028543722934,0.12903012745,-0.14243287236,-0.031772600148,0.067601087059,-0.070257525886,0.002427396257,0.15334793718,0.027696721061,-0.092857527641,-0.16544383829,0.3036137008,-0.00042077078064,-0.22675615769,0.14499451578,0.027849316323,-0.061267758479,-0.016142465753,-0.080189041096,0.099523287671,-0.073161202186,-0.042476712329,-0.017523287671,0.042658569863,-0.07222331694,0.11134149863,-0.18836139726,-0.17740460274,-0.028626887978,0.10317203014,-0.024419912329,-0.089507956164,-0.023959262295,0.22040624932,-0.041264747945,-0.0888696,0.0059190163934,-0.023982352816,0.011427929589,0.013281722192
PRPSPP1,,,,,,,4.713,4.66,4.143,3.256,3.719,4.321,4.754,3.847,1.789,4.99,4.093,3.693,3.65,5.528,3.398,4.878,4.305,5.069,5.072,4.003,5.875,4.65,4.933,5.594,4.276,5.319,4.55,3.462,4.681,4.128,5.977,5.184,4.114,5.707,6.723,6.014,5.999,6.108,6.719,8.182,7.666,6.976,7.874,6.743,8.796232,8.650961,8.822415
PRPSPP2,,,,,,,25.136,16.805,17.426,18.425,10.428,18.232,18.117,17.408,9.498,17.881,17.729,11.631,19.045,17.781,17.308,13.433,17.972,26.995,18.55,16.458,25.691,19.226,20.668,18.454,18.009,22.661,19.402,18.38,19.374,20.599,23.134,22.02,13.834,26.733,25.352,22.117,20.283,21.041,20.307,20.314,21.891,23.487,22.282,22.292,22.07447,21.44884,21.18863
PRPSPP3,,,,,,,44.465,31.732,25.458,34.999,24.133,38.649,23.862,28.026,19.093,24.813,23.89,22.124,26.95,21.624,20.189,22.822,18.798,29.972,17.484,18.775,31.001,25.963,21.636,29.016,33.02,31.198,25.679,31.31,24.385,20.922,18.702,34.856,21.487,38.283,58.199,48.322,35,35.565,50.924,37.876,31.157,43.618,45.12,48.432,54.13126,49.60027,47.12776
PRPSPP4,,,,,,,0.532,0.46,0.272,0.476,0.424,0.496,0.385,0.45,0.432,0.387,0.455,0.491,0.48,0.388,0.511,0.403,0.489,0.488,0.561,0.498,0.63,0.757,0.667,0.669,0.53,0.46,0.414,0.403,0.355,0.368,0.356,0.363,0.591,1.364,1.52,1.353,1.484,1.397,1.692,2.817,2.836,2.405,3.083,2.794,2.769871,2.932876,3.086468
PRPSPP5,,,,,,,0.71,0.473,0.892,0.647,0.769,1.154,0.674,0.696,0.716,0.844,1.478,0.945,1.08,1.142,1.505,1.472,2.481,2.109,1.359,1.458,2.574,1.956,1.596,1.266,1.396,1.961,1.962,1.853,1.345,1.21,1.58,1.915,1.526,2.194,1.474,1.586,1.487,1.417,1.687,2.154,1.686,1.494,2.19,1.763,1.631601,1.805967,1.82917
PRPSPUS,,,,,,,75.556,54.13,48.191,57.803,39.473,62.852,47.792,50.427,31.528,48.915,47.645,38.884,51.205,46.463,42.911,43.008,44.045,64.633,43.026,41.192,65.771,52.552,49.5,54.999,57.231,61.599,52.007,55.408,50.14,47.227,49.749,64.338,41.552,74.281,93.268,79.392,64.253,65.528,81.329,71.343,65.236,77.98,80.549,82.024,89.40344,84.43891,82.05444
